HC_ID,year,month_full,month,day,date,proposal,status,text,Link,article_source_id,From,from_name,from_latitude,from_longitude,from_adm1_code_full,from_adm1_nr,from_adm1_name,from_country_code,To,to_name,to_latitude,to_longitude,to_adm1_code_full,to_adm1_nr,to_adm1_name,to_country_code
63,2022,March,3,13,2022-03-13,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; She also reported on the planned passage from the city of Polohy in the Zaporizhzhya region toward Zaporizhzhya. ""A convoy with humanitarian aid and empty buses to evacuate people will continue to follow the route to Polohy,"" Denisova said.L33  see source: https://interfax.com/newsroom/top-stories/76601/?sphrase_id=78695",https://interfax.com/newsroom/top-stories/76601/?sphrase_id=78695,src-182,Polohy,Polohy,49.91463,30.10524,UA.13,13,Kiev,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
64,2022,March,3,13,2022-03-13,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; On Sunday, the green corridors will be provided in the Kyiv region: the settlement of Kozarovychi (training center) - Kyiv, Andriyivka - Zhytomyr, Makarov - Zhytomyr, Borodianka - Zhytomyr, Svetylnia - Brovary, Pobeda - Kyiv, Bolsha Dymerka - Brovary.  see source: https://interfax.com/newsroom/top-stories/76601/?sphrase_id=78695",https://interfax.com/newsroom/top-stories/76601/?sphrase_id=78695,src-6,Kozarovychi (training center),Kozarovychi,50.75602,30.35269,UA.13,13,Kiev,UA,Kyiv,Kyiv,50.45466,30.5238,UA.12,12,Kyiv City,UA
65,2022,March,3,13,2022-03-13,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; On Sunday, the green corridors will be provided in the Kyiv region: the settlement of Kozarovychi (training center) - Kyiv, Andriyivka - Zhytomyr, Makarov - Zhytomyr, Borodianka - Zhytomyr, Svetylnia - Brovary, Pobeda - Kyiv, Bolsha Dymerka - Brovary.  see source: https://interfax.com/newsroom/top-stories/76601/?sphrase_id=78695",https://interfax.com/newsroom/top-stories/76601/?sphrase_id=78695,src-6,Andriyivka,Andriyivka,47.50651,32.50777,UA.16,16,Mykolayiv Oblast,UA,Zhytomyr,Zhytomyr,50.26487,28.67669,UA.27,27,Zhytomyr,UA
66,2022,March,3,13,2022-03-13,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; On Sunday, the green corridors will be provided in the Kyiv region: the settlement of Kozarovychi (training center) - Kyiv, Andriyivka - Zhytomyr, Makarov - Zhytomyr, Borodianka - Zhytomyr, Svetylnia - Brovary, Pobeda - Kyiv, Bolsha Dymerka - Brovary.  see source: https://interfax.com/newsroom/top-stories/76601/?sphrase_id=78695",https://interfax.com/newsroom/top-stories/76601/?sphrase_id=78695,src-6,Makarov,Makarov,48.69917,39.48889,UA.14,14,Luhansk,UA,Zhytomyr,Zhytomyr,50.26487,28.67669,UA.27,27,Zhytomyr,UA
67,2022,March,3,13,2022-03-13,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; On Sunday, the green corridors will be provided in the Kyiv region: the settlement of Kozarovychi (training center) - Kyiv, Andriyivka - Zhytomyr, Makarov - Zhytomyr, Borodianka - Zhytomyr, Svetylnia - Brovary, Pobeda - Kyiv, Bolsha Dymerka - Brovary.  see source: https://interfax.com/newsroom/top-stories/76601/?sphrase_id=78695",https://interfax.com/newsroom/top-stories/76601/?sphrase_id=78695,src-6,Borodianka,Borodianka,50.64484,29.9201,UA.13,13,Kiev,UA,Zhytomyr,Zhytomyr,50.26487,28.67669,UA.27,27,Zhytomyr,UA
68,2022,March,3,13,2022-03-13,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; On Sunday, the green corridors will be provided in the Kyiv region: the settlement of Kozarovychi (training center) - Kyiv, Andriyivka - Zhytomyr, Makarov - Zhytomyr, Borodianka - Zhytomyr, Svetylnia - Brovary, Pobeda - Kyiv, Bolsha Dymerka - Brovary.  see source: https://interfax.com/newsroom/top-stories/76601/?sphrase_id=78695",https://interfax.com/newsroom/top-stories/76601/?sphrase_id=78695,src-6,Svetylnia,,50.5657,31.1488,UA.13,13,Kiev,UA,Brovary,Brovary,50.51809,30.80671,UA.13,13,Kiev,UA
69,2022,March,3,13,2022-03-13,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; On Sunday, the green corridors will be provided in the Kyiv region: the settlement of Kozarovychi (training center) - Kyiv, Andriyivka - Zhytomyr, Makarov - Zhytomyr, Borodianka - Zhytomyr, Svetylnia - Brovary, Pobeda - Kyiv, Bolsha Dymerka - Brovary.  see source: https://interfax.com/newsroom/top-stories/76601/?sphrase_id=78695",https://interfax.com/newsroom/top-stories/76601/?sphrase_id=78695,src-6,Pobeda,Pobeda,47.46667,33.05,UA.08,8,Kherson Oblast,UA,Kyiv,Kyiv,50.45466,30.5238,UA.12,12,Kyiv City,UA
70,2022,March,3,13,2022-03-13,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; On Sunday, the green corridors will be provided in the Kyiv region: the settlement of Kozarovychi (training center) - Kyiv, Andriyivka - Zhytomyr, Makarov - Zhytomyr, Borodianka - Zhytomyr, Svetylnia - Brovary, Pobeda - Kyiv, Bolsha Dymerka - Brovary.  see source: https://interfax.com/newsroom/top-stories/76601/?sphrase_id=78695",https://interfax.com/newsroom/top-stories/76601/?sphrase_id=78695,src-6,Bolsha Dymerka,,51.07016,31.067,,,,UA,Brovary,Brovary,50.51809,30.80671,UA.13,13,Kiev,UA
71,2022,March,3,13,2022-03-13,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; The green corridors in the Luhansk region are planned along the following routes: Kremenna-Liman, Rubizhne-Slaviansk (Donetsk region), Popasna-Slaviansk, Schastya-Slaviansk, the settlement Horske-Slaviansk.  see source: https://interfax.com/newsroom/top-stories/76601/?sphrase_id=78695",https://interfax.com/newsroom/top-stories/76601/?sphrase_id=78695,src-12,Kremenna,,49.0495,38.21893,UA.14,14,Luhansk,UA,Liman,Liman,48.30694,38.72,UA.14,14,Luhansk,UA
72,2022,March,3,13,2022-03-13,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; The green corridors in the Luhansk region are planned along the following routes: Kremenna-Liman, Rubizhne-Slaviansk (Donetsk region), Popasna-Slaviansk, Schastya-Slaviansk, the settlement Horske-Slaviansk.  see source: https://interfax.com/newsroom/top-stories/76601/?sphrase_id=78695",https://interfax.com/newsroom/top-stories/76601/?sphrase_id=78695,src-12,Rubizhne,Rubizhne,50.1653,36.82525,UA.07,7,Kharkiv,UA,Slaviansk,,48.85351,37.60242,UA.05,5,Donetsk Oblast,UA
73,2022,March,3,13,2022-03-13,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; The green corridors in the Luhansk region are planned along the following routes: Kremenna-Liman, Rubizhne-Slaviansk (Donetsk region), Popasna-Slaviansk, Schastya-Slaviansk, the settlement Horske-Slaviansk.  see source: https://interfax.com/newsroom/top-stories/76601/?sphrase_id=78695",https://interfax.com/newsroom/top-stories/76601/?sphrase_id=78695,src-12,Popasna,Popasna,48.63328,38.37804,UA.14,14,Luhansk,UA,Slaviansk,,48.85351,37.60242,UA.05,5,Donetsk Oblast,UA
74,2022,March,3,13,2022-03-13,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; The green corridors in the Luhansk region are planned along the following routes: Kremenna-Liman, Rubizhne-Slaviansk (Donetsk region), Popasna-Slaviansk, Schastya-Slaviansk, the settlement Horske-Slaviansk.  see source: https://interfax.com/newsroom/top-stories/76601/?sphrase_id=78695",https://interfax.com/newsroom/top-stories/76601/?sphrase_id=78695,src-12,Schastya,,48.73733,39.23125,UA.14,14,Luhansk,UA,Slaviansk,,48.85351,37.60242,UA.05,5,Donetsk Oblast,UA
75,2022,March,3,13,2022-03-13,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; The green corridors in the Luhansk region are planned along the following routes: Kremenna-Liman, Rubizhne-Slaviansk (Donetsk region), Popasna-Slaviansk, Schastya-Slaviansk, the settlement Horske-Slaviansk.  see source: https://interfax.com/newsroom/top-stories/76601/?sphrase_id=78695",https://interfax.com/newsroom/top-stories/76601/?sphrase_id=78695,src-12,Horske,,48.92,39.02,UA.14,14,Luhansk,UA,Slaviansk,,48.85351,37.60242,UA.05,5,Donetsk Oblast,UA
101,2022,March,3,15,2022-03-15,Ukraine,successful,"Status: successful; successful evacuation of civilians; The Sumy region: from the city of Sumy, Trostianets, Lebedyn, Shostka, and Konotop to the city of Poltava. The Kharkiv region: from the village of Oskil,"" she said.  see source: https://interfax.com/newsroom/top-stories/76739/?sphrase_id=78694 ;;; https://interfax.com/newsroom/top-stories/76822/?sphrase_id=81982",https://interfax.com/newsroom/top-stories/76739/?sphrase_id=78694 ;;; https://interfax.com/newsroom/top-stories/76822/?sphrase_id=81982,src-39,Sumy,Sumy,50.9216,34.80029,UA.21,21,Sumy,UA,Poltava,Poltava,49.62417,38.12374,UA.14,14,Luhansk,UA
102,2022,March,3,15,2022-03-15,Ukraine,successful,"Status: successful; successful evacuation of civilians; The Sumy region: from the city of Sumy, Trostianets, Lebedyn, Shostka, and Konotop to the city of Poltava. The Kharkiv region: from the village of Oskil,"" she said.  see source: https://interfax.com/newsroom/top-stories/76739/?sphrase_id=78694;;; https://interfax.com/newsroom/top-stories/76822/?sphrase_id=81982",https://interfax.com/newsroom/top-stories/76739/?sphrase_id=78694;;; https://interfax.com/newsroom/top-stories/76822/?sphrase_id=81982,src-184,Trostianets,Trostianets,50.95846,25.56549,UA.24,24,Volyn,UA,Poltava,Poltava,49.62417,38.12374,UA.14,14,Luhansk,UA
103,2022,March,3,15,2022-03-15,Ukraine,successful,"Status: successful; successful evacuation of civilians; The Sumy region: from the city of Sumy, Trostianets, Lebedyn, Shostka, and Konotop to the city of Poltava. The Kharkiv region: from the village of Oskil,"" she said.  see source: https://interfax.com/newsroom/top-stories/76739/?sphrase_id=78694 ;;;; https://interfax.com/newsroom/top-stories/76822/?sphrase_id=81982",https://interfax.com/newsroom/top-stories/76739/?sphrase_id=78694 ;;;; https://interfax.com/newsroom/top-stories/76822/?sphrase_id=81982,src-37,Lebedyn,Lebedyn,50.58518,34.4849,UA.21,21,Sumy,UA,Poltava,Poltava,49.62417,38.12374,UA.14,14,Luhansk,UA
104,2022,March,3,15,2022-03-15,Ukraine,successful,"Status: successful; successful evacuation of civilians; The Sumy region: from the city of Sumy, Trostianets, Lebedyn, Shostka, and Konotop to the city of Poltava. The Kharkiv region: from the village of Oskil,"" she said.  see source: https://interfax.com/newsroom/top-stories/76739/?sphrase_id=78694 ;;;; https://interfax.com/newsroom/top-stories/76822/?sphrase_id=81982",https://interfax.com/newsroom/top-stories/76739/?sphrase_id=78694 ;;;; https://interfax.com/newsroom/top-stories/76822/?sphrase_id=81982,src-37,Shostka,Shostka,51.86296,33.4698,UA.21,21,Sumy,UA,Poltava,Poltava,49.62417,38.12374,UA.14,14,Luhansk,UA
105,2022,March,3,15,2022-03-15,Ukraine,successful,"Status: successful; successful evacuation of civilians; The Sumy region: from the city of Sumy, Trostianets, Lebedyn, Shostka, and Konotop to the city of Poltava. The Kharkiv region: from the village of Oskil,"" she said.  see source: https://interfax.com/newsroom/top-stories/76739/?sphrase_id=78694 ;;; https://interfax.com/newsroom/top-stories/76822/?sphrase_id=81982",https://interfax.com/newsroom/top-stories/76739/?sphrase_id=78694 ;;; https://interfax.com/newsroom/top-stories/76822/?sphrase_id=81982,src-39,Konotop,Konotop,51.7448,31.69919,UA.02,2,Chernihiv,UA,Poltava,Poltava,49.62417,38.12374,UA.14,14,Luhansk,UA
112,2022,March,3,17,2022-03-17,Ukraine,successful evacuation of civilians,"Status: successful evacuation of civilians; successful evacuation of civilians; KYIV. March 18 (Interfax-Ukraine) - A total of 3,810 people were evacuated via humanitarian corridors over the past 24 hours, Office of President of Ukraine deputy head Kyrylo Tymoshenko said.
 
 In particular, 2,000 residents of Mariupol were able to reach Zaporizhzhya. Another 1,810 residents of Vorzel, Bucha, Hostomel, Shevchenkove, and Borodianka are safe.  see source: https://interfax.com/newsroom/top-stories/76961/?sphrase_id=81982",https://interfax.com/newsroom/top-stories/76961/?sphrase_id=81982,src-188,Mariupol,Mariupol,47.09514,37.54131,UA.05,5,Donetsk Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
119,2022,March,3,17,2022-03-17,Ukraine,successful,"Status: successful; successful evacuation of civilians; Thirty-six tonnes of humanitarian assistance in the form of food and medications was also delivered to Hostomel, Bucha, and the villages of Semypolky, Markivtsy, and Apanasov.  see source: https://interfax.com/newsroom/top-stories/76961/?sphrase_id=81982",https://interfax.com/newsroom/top-stories/76961/?sphrase_id=81982,src-192,Shevchenkove,Shevchenkove,46.90661,32.21261,UA.16,16,Mykolayiv Oblast,UA,Brovary,Brovary,50.51809,30.80671,UA.13,13,Kiev,UA
120,2022,March,3,17,2022-03-17,Ukraine,successful,"Status: successful; successful evacuation of civilians; Thirty-six tonnes of humanitarian assistance in the form of food and medications was also delivered to Hostomel, Bucha, and the villages of Semypolky, Markivtsy, and Apanasov; Twenty buses carrying some 160 people left Borodianka, Kyiv region, for Zhytomyr.  see source: https://interfax.com/newsroom/top-stories/76961/?sphrase_id=81982 ;;;; https://interfax.com/newsroom/top-stories/76962/?sphrase_id=81982",https://interfax.com/newsroom/top-stories/76961/?sphrase_id=81982 ;;;; https://interfax.com/newsroom/top-stories/76962/?sphrase_id=81982,src-193,Borodianka,Borodianka,50.64484,29.9201,UA.13,13,Kiev,UA,Zhytomyr,Zhytomyr,50.26487,28.67669,UA.27,27,Zhytomyr,UA
127,2022,March,3,18,2022-03-18,Ukraine,successful,"Status: successful; successful evacuation of civilians; KYIV. March 19 (Interfax-Ukraine) - Seven out of nine humanitarian corridors operated on Friday, 9,145 people were evacuated, Ukrainian Deputy Prime Minister, Minister for Reintegration of Temporarily Occupied Territories Iryna Vereshchuk said.
 
 A total of 4,972 people were evacuated from Mariupol to Zaporizhzhya, 4,173 people from Sumy region, [including] 3,296 from Sumy, 246 from Trostianets, 50 from Lebedyn, 400 from Konotop, 146 from the Krasnopillia village, 41 from Bolsha Pysarivka. 7 out of 9 functioning; 2 non-functioning not identified ;;; KYIV. March 20 (Interfax-Ukraine) - Eight out of ten humanitarian corridors worked on March 18 to help evacuate 6,623 people, Ukrainian Deputy Prime Minister, Minister for Reintegration of Temporary Occupied Territories Iryna Vereshchuk said in her video address on Saturday. (https://interfax.com/newsroom/top-stories/77067/?sphrase_id=81981) see source: https://interfax.com/newsroom/top-stories/77041/?sphrase_id=81982",https://interfax.com/newsroom/top-stories/77041/?sphrase_id=81982,src-194,Mariupol,Mariupol,47.09514,37.54131,UA.05,5,Donetsk Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
128,2022,March,3,19,2022-03-19,Ukraine,successful,"Status: successful; successful evacuation of civilians; KYIV. March 19 (Interfax-Ukraine) - Another 471 people came to Zaporizhzhya from Mariupol and Berdyansk on Saturday morning, head of the Kyiv-controlled Zaporizhzhya regional military administration Oleksandr Starukh said. ;;;;; There is a corridor approved in the Donetsk region, and a convoy has left Mariupol for Zaporizhzhya to transport Mariupol residents awaiting evacuation in Berdyansk, she said.
 
 ""The buses will be accompanied by trucks carrying food to the centers assisting Mariupol residents in Berdyansk. All Mariupol residents who come to Mangush, including by foot, are given necessary assistance. Their transportation to Berdyansk by bus will begin today,"" Vereshchuk said. overnight operation, started Friday 18.03.2022, evaucation from Mariupol to Zaporizhzhya via Berdyansk (?) see source: https://interfax.com/newsroom/top-stories/77048/?sphrase_id=81981 ;;; https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981",https://interfax.com/newsroom/top-stories/77048/?sphrase_id=81981 ;;; https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,src-195,Mariupol,Mariupol,47.09514,37.54131,UA.05,5,Donetsk Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
129,2022,March,3,19,2022-03-19,Ukraine,successful,"Status: successful; successful evacuation of civilians + delivery of food; KYIV. March 19 (Interfax-Ukraine) - Another 471 people came to Zaporizhzhya from Mariupol and Berdyansk on Saturday morning, head of the Kyiv-controlled Zaporizhzhya regional military administration Oleksandr Starukh said. ;;;;; There is a corridor approved in the Donetsk region, and a convoy has left Mariupol for Zaporizhzhya to transport Mariupol residents awaiting evacuation in Berdyansk, she said.
 
 ""The buses will be accompanied by trucks carrying food to the centers assisting Mariupol residents in Berdyansk. All Mariupol residents who come to Mangush, including by foot, are given necessary assistance. Their transportation to Berdyansk by bus will begin today,"" Vereshchuk said. overnight operation, started Friday 18.03.2022, evaucation from Mariupol to Zaporizhzhya via Berdyansk (?) see source: https://interfax.com/newsroom/top-stories/77048/?sphrase_id=81981 ;;;; https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981",https://interfax.com/newsroom/top-stories/77048/?sphrase_id=81981 ;;;; https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,src-196,Berdyansk,Berdyansk,46.75578,36.78815,UA.26,26,Zaporizhzhya Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
136,2022,March,3,19,2022-03-19,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; There is also a corridor from Bervytsa to Brovary in the Kyiv region. People are due to reach a bridge in the Mokrets village on their own, cross the Trubizh River and arrive at Sovkhoznaya Street where buses will be waiting for them, she said.
 
 The entire route goes like this: Bervytsa - Mokrets - Zavorychy - Kalyta - Semypolky - Letky - Rozhny - Pukhovka - Zazimye - Brovary.  see source: https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981",https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,src-1,Mokrets,Mokrets,51.02014,24.40307,UA.24,24,Volyn,UA,Brovary,Brovary,50.51809,30.80671,UA.13,13,Kiev,UA
137,2022,March,3,19,2022-03-19,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; There is also a corridor from Bervytsa to Brovary in the Kyiv region. People are due to reach a bridge in the Mokrets village on their own, cross the Trubizh River and arrive at Sovkhoznaya Street where buses will be waiting for them, she said.
 
 The entire route goes like this: Bervytsa - Mokrets - Zavorychy - Kalyta - Semypolky - Letky - Rozhny - Pukhovka - Zazimye - Brovary.  see source: https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981",https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,src-1,Zavorychy,,50.70674,31.13529,UA.13,13,Kiev,UA,Brovary,Brovary,50.51809,30.80671,UA.13,13,Kiev,UA
138,2022,March,3,19,2022-03-19,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; There is also a corridor from Bervytsa to Brovary in the Kyiv region. People are due to reach a bridge in the Mokrets village on their own, cross the Trubizh River and arrive at Sovkhoznaya Street where buses will be waiting for them, she said.
 
 The entire route goes like this: Bervytsa - Mokrets - Zavorychy - Kalyta - Semypolky - Letky - Rozhny - Pukhovka - Zazimye - Brovary.  see source: https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981",https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,src-1,Kalyta,Kalyta,50.75198,31.02351,UA.13,13,Kiev,UA,Brovary,Brovary,50.51809,30.80671,UA.13,13,Kiev,UA
139,2022,March,3,19,2022-03-19,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; There is also a corridor from Bervytsa to Brovary in the Kyiv region. People are due to reach a bridge in the Mokrets village on their own, cross the Trubizh River and arrive at Sovkhoznaya Street where buses will be waiting for them, she said.
 
 The entire route goes like this: Bervytsa - Mokrets - Zavorychy - Kalyta - Semypolky - Letky - Rozhny - Pukhovka - Zazimye - Brovary.  see source: https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981",https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,src-1,Semypolky,Semypolky,50.72627,30.93441,UA.13,13,Kiev,UA,Brovary,Brovary,50.51809,30.80671,UA.13,13,Kiev,UA
140,2022,March,3,19,2022-03-19,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; There is also a corridor from Bervytsa to Brovary in the Kyiv region. People are due to reach a bridge in the Mokrets village on their own, cross the Trubizh River and arrive at Sovkhoznaya Street where buses will be waiting for them, she said.
 
 The entire route goes like this: Bervytsa - Mokrets - Zavorychy - Kalyta - Semypolky - Letky - Rozhny - Pukhovka - Zazimye - Brovary.  see source: https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981",https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,src-1,Letky,,50.18883,14.37083,,,,CZ,Brovary,Brovary,50.51809,30.80671,UA.13,13,Kiev,UA
141,2022,March,3,19,2022-03-19,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; There is also a corridor from Bervytsa to Brovary in the Kyiv region. People are due to reach a bridge in the Mokrets village on their own, cross the Trubizh River and arrive at Sovkhoznaya Street where buses will be waiting for them, she said.
 
 The entire route goes like this: Bervytsa - Mokrets - Zavorychy - Kalyta - Semypolky - Letky - Rozhny - Pukhovka - Zazimye - Brovary.  see source: https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981",https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,src-1,Rozhny,Rozhny,50.6669,30.73503,UA.13,13,Kiev,UA,Brovary,Brovary,50.51809,30.80671,UA.13,13,Kiev,UA
142,2022,March,3,19,2022-03-19,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; There is also a corridor from Bervytsa to Brovary in the Kyiv region. People are due to reach a bridge in the Mokrets village on their own, cross the Trubizh River and arrive at Sovkhoznaya Street where buses will be waiting for them, she said.
 
 The entire route goes like this: Bervytsa - Mokrets - Zavorychy - Kalyta - Semypolky - Letky - Rozhny - Pukhovka - Zazimye - Brovary.  see source: https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981",https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,src-1,Pukhovka,,50.6097,30.7177,UA.13,13,Kiev,UA,Brovary,Brovary,50.51809,30.80671,UA.13,13,Kiev,UA
143,2022,March,3,19,2022-03-19,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; There is also a corridor from Bervytsa to Brovary in the Kyiv region. People are due to reach a bridge in the Mokrets village on their own, cross the Trubizh River and arrive at Sovkhoznaya Street where buses will be waiting for them, she said.
 
 The entire route goes like this: Bervytsa - Mokrets - Zavorychy - Kalyta - Semypolky - Letky - Rozhny - Pukhovka - Zazimye - Brovary.  see source: https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981",https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,src-1,Zazimye,,50.56923,30.67319,UA.13,13,Kiev,UA,Brovary,Brovary,50.51809,30.80671,UA.13,13,Kiev,UA
144,2022,March,3,19,2022-03-19,Ukraine,proposed route/outcome unknown,Status: proposed route/outcome unknown; There is also a coordinated route from Bucha to Belohorodka: Bucha - Vorzel - Mykhailivska Rubezhivka - Zabuchye - Dmytrivka - Kapytanivka - Stoyanka - Horenichy - Belohorodka.  see source: https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,src-2,Bucha,Bucha,50.58333,30.36667,UA.13,13,Kiev,UA,Belohorodka,,50.3897,30.23087,UA.13,13,Kiev,UA
145,2022,March,3,19,2022-03-19,Ukraine,proposed route/outcome unknown,Status: proposed route/outcome unknown; There is also a coordinated route from Bucha to Belohorodka: Bucha - Vorzel - Mykhailivska Rubezhivka - Zabuchye - Dmytrivka - Kapytanivka - Stoyanka - Horenichy - Belohorodka.  see source: https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,src-2,Vorzel,Vorzel,50.5444,30.15305,UA.13,13,Kiev,UA,Belohorodka,,50.3897,30.23087,UA.13,13,Kiev,UA
146,2022,March,3,19,2022-03-19,Ukraine,proposed route/outcome unknown,Status: proposed route/outcome unknown; There is also a coordinated route from Bucha to Belohorodka: Bucha - Vorzel - Mykhailivska Rubezhivka - Zabuchye - Dmytrivka - Kapytanivka - Stoyanka - Horenichy - Belohorodka.  see source: https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,src-2,Mykhailivska Rubezhivka,,50.50028,30.14583,UA.13,13,Kiev,UA,Belohorodka,,50.3897,30.23087,UA.13,13,Kiev,UA
147,2022,March,3,19,2022-03-19,Ukraine,proposed route/outcome unknown,Status: proposed route/outcome unknown; There is also a coordinated route from Bucha to Belohorodka: Bucha - Vorzel - Mykhailivska Rubezhivka - Zabuchye - Dmytrivka - Kapytanivka - Stoyanka - Horenichy - Belohorodka.  see source: https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,src-2,Zabuchye,,50.4961,30.17014,UA.13,13,Kiev,UA,Belohorodka,,50.3897,30.23087,UA.13,13,Kiev,UA
148,2022,March,3,19,2022-03-19,Ukraine,proposed route/outcome unknown,Status: proposed route/outcome unknown; There is also a coordinated route from Bucha to Belohorodka: Bucha - Vorzel - Mykhailivska Rubezhivka - Zabuchye - Dmytrivka - Kapytanivka - Stoyanka - Horenichy - Belohorodka.  see source: https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,src-2,Dmytrivka,Dmytrivka,50.60285,29.78394,UA.13,13,Kiev,UA,Belohorodka,,50.3897,30.23087,UA.13,13,Kiev,UA
149,2022,March,3,19,2022-03-19,Ukraine,proposed route/outcome unknown,Status: proposed route/outcome unknown; There is also a coordinated route from Bucha to Belohorodka: Bucha - Vorzel - Mykhailivska Rubezhivka - Zabuchye - Dmytrivka - Kapytanivka - Stoyanka - Horenichy - Belohorodka.  see source: https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,src-2,Kapytanivka,,48.91686,31.71599,UA.10,10,Kirovohrad Oblast,UA,Belohorodka,,50.3897,30.23087,UA.13,13,Kiev,UA
150,2022,March,3,19,2022-03-19,Ukraine,proposed route/outcome unknown,Status: proposed route/outcome unknown; There is also a coordinated route from Bucha to Belohorodka: Bucha - Vorzel - Mykhailivska Rubezhivka - Zabuchye - Dmytrivka - Kapytanivka - Stoyanka - Horenichy - Belohorodka.  see source: https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,src-2,Stoyanka,,50.45116,30.22691,UA.13,13,Kiev,UA,Belohorodka,,50.3897,30.23087,UA.13,13,Kiev,UA
151,2022,March,3,19,2022-03-19,Ukraine,proposed route/outcome unknown,Status: proposed route/outcome unknown; There is also a coordinated route from Bucha to Belohorodka: Bucha - Vorzel - Mykhailivska Rubezhivka - Zabuchye - Dmytrivka - Kapytanivka - Stoyanka - Horenichy - Belohorodka.  see source: https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,https://interfax.com/newsroom/top-stories/77051/?sphrase_id=81981,src-2,Horenichy,,,,,,,,Belohorodka,,50.3897,30.23087,UA.13,13,Kiev,UA
